sku,product_name,regular_price,stock_quantity,stock_status,product_type,product_status,product_categories,tags,weight,length_mm,width_mm,height_mm,_acf_power_watts,_acf_cc_cv_type,_acf_dimming_type,_acf_output_current_ma,_acf_ip_protection,_acf_series_type,_acf_manufacturer_brand,_acf_manufacturer_part_number,_acf_dimensions_length_mm,_acf_dimensions_width_mm,_acf_dimensions_height_mm,_acf_dimension_category,_acf_input_voltage
1222035203,LED Converter LCA 35W 24V one4all NF SC EXC2,55.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V TRIDONIC,,195,43,30,35,cv,one4all,,,lca,Tridonic,28004430,195,43,30,medium,220_240v_ac
1222040200,LED Converter 40W 24V DC DALI,66.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,122,78,32,40,cv,dali,,,other,BAG Electronics,843278,122,78,32,medium,220_240v_ac
1222040600,LED Converter HDL 40W 24V DALI dimmbar IP67,49.0,32,instock,simple,publish,LED Treiber,CONVERTER V,,125,42,28,40,cv,dali,,IP67,other,KAV,HDL-CV-40,125,42,28,medium,220_240v_ac
1222045200,LED Converter LS-45-24 LI 45W 24VDC DALI,46.0,69,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,187,45,30.5,45,cv,dali,,,other,Simpex,LS-45-24 DALI2 LI,187,45,30.5,medium,220_240v_ac
1222060200,LED Converter LC 60W 24V one4all NF SC EXC2,66.0,6,instock,simple,publish,LED Treiber,CONVERTER V TRIDONIC,,225,43,30,60,cv,one4all,,,lc,Tridonic,28004431,225,43,30,medium,220_240v_ac
1222060202,LED Converter 60W 24V DALI | TOUCHDIM,49.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V KGP,,350,30,18,60,cv,dali|touchdim,,,other,K00738,LV60W24CG2 DALI,350,30,18,large,220_240v_ac
1222060203,LED Converter LC 60W 24V one4all Ip PRE EXC2,66.0,2,instock,simple,publish,LED Treiber,CONVERTER V TRIDONIC,,360,30,21,60,cv,one4all,,,lc,Tridonic,28005504,360,30,21,large,220_240v_ac
1222060600,LED Converter PWM-60-24DA2 DALI dimmbar IP67,47.0,5,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,150,53,35,,,dali,,IP67,other,Simpex,PWM-60-24DA2,150,53,35,medium,220_240v_ac
1222060601,LED Converter HDL 60W 24V DALI dimmbar IP67,53.0,24,instock,simple,publish,LED Treiber,CONVERTER V,,155,42,28,60,cv,dali,,IP67,other,KAV,HDL-CV-60,155,42,28,medium,220_240v_ac
1222060602,LED Converter LDM60S DALI dimmbar IP67,102.0,1,instock,simple,publish,LED Treiber,CONVERTER V,,207,40,28,,,dali,,IP67,other,Simpex,LDM60S,207,40,28,medium,220_240v_ac
1222060603,LED Converter 60W 24V PWM DALI | TOUCHDIM | IP67,99.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V ALLEGRA SWISS ISOLED,,290,30,21,60,cv,dali|touchdim,,IP67,other,K00043,114942,290,30,21,large,220_240v_ac
1222060604,LED Converter 60W 24V XLN DALI | TOUCHDIM | IP67,51.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,141,49,32,60,cv,dali|touchdim,,IP67,other,Simpex,XLN-60-24-DA2,141,49,32,medium,220_240v_ac
1222075600,LED Converter ELG-75-24DA DALI dimmbar IP67,50.0,1,instock,simple,publish,LED Treiber,CONVERTER V,,180,63,35.5,,,dali,,IP67,other,Simpex,ELG-75-24DA-3Y,180,63,35.5,medium,220_240v_ac
1222090600,LED Converter PWM-90-24DA DALI dimmbar IP67,77.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,171,63,37.5,,,dali,,IP67,other,Simpex,PWM-90-24DA2,171,63,37.5,medium,220_240v_ac
1222100200,LED Converter LC 100W 24V one4all NF SC EXC2,79.0,16,instock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,295,43,30,100,cv,one4all,,,lc,Tridonic,28004432,295,43,30,large,220_240v_ac
1222100201,LED Converter LCA 100W 24V one4all Ip PRE,79.0,64,instock,simple,publish,LED Treiber,CONVERTER V TRIDONIC,,425,30,21,100,cv,one4all,,,lca,Tridonic,28001436,425,30,21,large,220_240v_ac
1222100202,LED Converter MS 100W 24V DALI,60.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,425,30,21,100,cv,dali,,,other,Simpex,MS-100-24-DALI2-LI,425,30,21,large,220_240v_ac
1222100600,LED Converter ELG-100-24DA DALI dimmbar IP67,53.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,199,63,35.5,,,dali,,IP67,other,Simpex,ELG-100-24DA-3Y,199,63,35.5,medium,220_240v_ac
1222150200,LED Converter LCA 150W 24V one4all SC PRE,106.0,39,instock,simple,publish,LED Treiber,CONVERTER V TRIDONIC,,325,43,29.8,150,cv,one4all,,,lca,Tridonic,28001923,325,43,29.8,large,220_240v_ac
1222150600,LED Converter ELG-150-24DA DALI dimmbar IP67,64.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,219,63,35.5,,,dali,,IP67,other,Simpex,ELG-150-24DA-3Y,219,63,35.5,medium,220_240v_ac
1222200200,LED Converter LC 200W 24V one4all NF SC EXC2,105.0,31,instock,simple,publish,LED Treiber,CONVERTER V,,325,43,30.2,200,cv,one4all,,,lc,Tridonic,28004433 Open | 28004438 SP,325,43,30.2,large,220_240v_ac
1222200600,LED Converter ELG-200-24DA DALI dimmbar IP67,69.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,244,71,37.5,,,dali,,IP67,other,Simpex,ELG-200-24DA-3WUSI,244,71,37.5,medium,220_240v_ac
1222200601,LED Converter PWM-200-24DA DALI2 | TOUCHDIM | IP67,96.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,195,68,39.5,,,dali|touchdim,,IP67,other,Simpex,PWM-200-24DA2,195,68,39.5,medium,220_240v_ac
1222200602,LED Converter 200W 24VDC | DALI-2 | TOUCHDIM | IP66,384.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V LUCE & LIGHT,,232,78,25.1,200,cv,dali|touchdim,,IP66,other,K00421,AV0D024V20066,232,78,25.1,medium,220_240v_ac
1222240600,LED Converter ELG-240-24DA DALI dimmbar IP67,66.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,244,71,37.5,,,dali,,IP67,other,Simpex,ELG-240-24DA-3Y,244,71,37.5,medium,220_240v_ac
1222240601,LED Converter 240W 24V PWM DALI | TOUCHDIM | IP67,140.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V ALLEGRA SWISS ISOLED,,385,30,21,240,cv,dali|touchdim,,IP67,other,K00043,114944,385,30,21,large,220_240v_ac
1222250200,LED Converter 250W 24V DALI | TOUCHDIM,80.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V KGP,,400,40,22,250,cv,dali|touchdim,,,other,K00738,LV250W24CG2 DALI,400,40,22,large,220_240v_ac
1224035200,LED Converter LC 35W 48V one4all NF SC EXC SP,75.0,3,instock,simple,publish,LED Treiber,CONVERTER V LC 35W 48V ONE4ALL NF SC EXC SP,,195,43,29.8,35,cv,one4all,,,lc,Tridonic,28003840,195,43,29.8,medium,220_240v_ac
1224100200,LED Converter LC 100W 48V one4all NF SC EXC,74.0,5,instock,simple,publish,LED Treiber,CONVERTER V,,225,43,30,100,cv,one4all,,,lc,Tridonic,28003535,225,43,30,medium,220_240v_ac
1224150200,LED Converter SRPN 150W 48V DALI2 DT6 | TOUCHDIM,86.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,365.6,43,30,150,cv,dali|touchdim,,,other,Simpex,SRPN-2305-150-48V,365.6,43,30,large,220_240v_ac
1224200200,LED Converter LC 200W 48V one4all NF SC EXC,136.0,73,instock,simple,publish,LED Treiber,CONVERTER V,,325,43,30,200,cv,one4all,,,lc,Tridonic,28003536 Open | 28003843 SP,325,43,30,large,220_240v_ac
1224200600,LED Converter PWM-200-48DA DALI2 | TOUCHDIM IP67,85.0,1,instock,simple,publish,LED Treiber,CONVERTER V,,195,68,39.5,,,dali|touchdim,,IP67,other,Simpex,PWM-200-48DA2,195,68,39.5,medium,220_240v_ac
1224240600,LED Converter ELG-240-48DA DALI dimmbar IP67,101.0,4,instock,simple,publish,LED Treiber,CONVERTER V,,244,71,37.5,,,dali,,IP67,other,Simpex,ELG-240-48DA-3Y,244,71,37.5,medium,220_240v_ac
1231050200,LED Converter 50W 12V Phasenabschnitt dimmbar,55.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,177,57,23,50,cv,,,,other,K00043,113928,177,57,23,medium,220_240v_ac
1232019200,"LED Converter 19.2W, 24V/DC Phasenanschnitt",90.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,117,75,20,19.2,cv,,,,other,BAG Electronics,45BA66002419,117,75,20,compact,220_240v_ac
1232025200,LED Converter 25W 24V Phasenanschnitt dimmbar,40.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,122,48,24,25,cv,,,,other,BAG Electronics,L5202402DT,122,48,24,medium,220_240v_ac
1232050200,LED Converter 50W 24V phasenabschnitt dimmbar,78.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,177,57,23,50,cv,,,,other,K00043,113929,177,57,23,medium,220_240v_ac
1232060600,LED Converter 60W 24V Phasenanschnitt dimmbar,56.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,204,44.5,37,60,cv,,,,other,BAG Electronics,372718 / 112426,204,44.5,37,medium,220_240v_ac
1242024200,LED Converter 24W 24V 1-10V | DALI2 | PUSH,120.0,0,outofstock,simple,publish,LEU,CONVERTER ZU FRONK / FROG FLEXALIGHTING LUX-IT,,164,38,24.5,24,cv,dali|1_10v,,,other,BAG Electronics,AL5012,164,38,24.5,medium,220_240v_ac
1242030200,LED Converter SRP 30W 24V DALI | 1-10V | Phasendimmbar,36.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,170,53,28,30,cv,dali|1_10v,,,other,Simpex,SRP-2305-30-MULTIDIM-24V,170,53,28,medium,220_240v_ac
1242150200,LED Converter LUP 150W 24V DALI | 1-10V | TOUCHDIM,68.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V SIMPEX,,360,30.5,21.8,150,cv,dali|1_10v|touchdim,,,other,Simpex,LUP150-LVDA,360,30.5,21.8,large,220_240v_ac
1242200200,LED Converter SRP 200W 24V DALI | 1-10V | Phasendimmbar,153.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,330,79,39,200,cv,dali|1_10v,,,other,Simpex,SRP-TRIAC-200-24V,330,79,39,large,220_240v_ac
1262035200,LED Converter LC 35W 24V bDW SC PRE2 Casambi,125.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V CASAMBI TRIDONIC,,195,43,29.8,35,cv,casambi,,,lc,Tridonic,28002677,195,43,29.8,medium,220_240v_ac
1262060200,LED Converter LC 60W 24V bDW SC PRE2 Casambi,140.0,11,instock,simple,publish,LED Treiber,CONVERTER V CASAMBI TRIDONIC,,225,43,30.2,60,cv,casambi,,,lc,Tridonic,28002674,225,43,30.2,medium,220_240v_ac
1262100200,LED Converter LC 100W 24V bDW SC PRE2 Casambi,157.0,2,instock,simple,publish,LED Treiber,CONVERTER V CASAMBI TRIDONIC,,295,43,29.8,100,cv,casambi,,,lc,Tridonic,28002675,295,43,29.8,large,220_240v_ac
1262150200,LED Converter LC 150W 24V bDW SC PRE2 Casambi,187.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V CASAMBI TRIDONIC,,325,43,29.8,150,cv,casambi,,,lc,Tridonic,28002678,325,43,29.8,large,220_240v_ac
1272100200,LED Converter SRPN 100W 24V Zigbee 3.0,63.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,306.6,43,30,100,cv,zigbee,,,other,Simpex,SRPN-9101-100-24V,306.6,43,30,large,220_240v_ac
1310020200,LED Converter Mini Jolly 20W 1-10V 250-700mA 24V,60.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,110,52,22,20,cc,1_10v,250-700mA,,other,TCI,123400,110,52,22,compact,220_240v_ac
1310020201,LED Converter Mini Jolly 20W 1-10V | TD 250-900mA 12/24VDC,46.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,111,52,22,20,cc,1_10v,250-900mA,,other,BAG Electronics,125400,111,52,22,compact,220_240v_ac
1310025200,LED Converter Multi DIM2 350/500/700mA / 12/24VDC,58.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,145.6,38.4,26.7,,cc,,350/500/700mA,,other,BAG Electronics,TRA-MULTI-DIM2,145.6,38.4,26.7,medium,220_240v_ac
1310035200,LED Converter 35W 1-10V 350/500/700mA | 12/24VDC,43.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA RELCO,,103,67,24,35,cc,1_10v,350/500/700mA,,other,BAG Electronics,TRA-MULTI-DIM-NEW | PTDCMD35,103,67,24,compact,220_240v_ac
1320020200,LED Converter Mini Jolly DALI 20W 250-700mA 24V,63.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,110,52,22,20,cc,dali,250-700mA,,other,BAG Electronics,125403 | 373037,110,52,22,compact,220_240v_ac
1320020201,LED Converter Mini Jolly LC DALI 20W 100-380mA 24V,62.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,110,52,22,20,cc,dali,100-380mA,,lc,TCI,151395,110,52,22,compact,220_240v_ac
1320020202,LED Converter Mini Jolly DALI-2 20W 250-700mA,68.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,110,52,22,20,cc,dali,250-700mA,,other,TCI,151403 | A005145,110,52,22,compact,220_240v_ac
1320025200,LED Converter Mini Jolly DALI-2 25W 150-900mA 24V,68.0,8,instock,simple,publish,LED Treiber,CONVERTER V / MA,,111,52,22,25,cc,dali,150-900mA,,other,TCI,151140 | A005194,111,52,22,compact,220_240v_ac
1320032200,LED Converter Jolly DALI 32W 250-700mA,71.0,1,instock,simple,publish,LED Treiber,CONVERTER MA,,93.5,67,21,32,cc,dali,250-700mA,,other,BAG Electronics,151424,93.5,67,21,compact,220_240v_ac
1330020200,LED Converter Mini Jolly MD 20W 250-900mA 24V Phasendimmbar,45.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,111,52,22,20,cc,,250-900mA,,other,TCI,127556,111,52,22,compact,220_240v_ac
1340032200,LED Converter JOLLY SLIM 32W TOUCH-DIM | 1-10V,79.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V / MA,,237,30,21,32,,1_10v,,,other,TCI,122680,237,30,21,medium,220_240v_ac
1421100200,LED Converter SRPN 100W 24V Tunable White Zigbee 3.0,86.0,14,instock,simple,publish,LED Treiber,CONVERTER V,,306.6,43,30,100,cv,zigbee,,,other,Simpex,SRPN-9101-100-TW-24V,306.6,43,30,large,220_240v_ac
1421100201,LED Converter SRPN 100W 24V Tunable White Casambi,104.0,4,instock,simple,publish,LED Treiber,CONVERTER V CASAMBI SIMPEX,,306.6,43,30,100,cv,casambi,,,other,Simpex,SRPN-9105-100-TW-24V,306.6,43,30,large,220_240v_ac
1422009200,LED Converter zu RAYM/SPARK 9W 500mA DALI DT8 Tunable White,120.0,0,outofstock,simple,publish,LED Treiber,CONVERTER MA RAYM/SPARK RIBAG,,117,46,24,9,cc,dali,500mA,,other,K00288,915.031.500 DT8,117,46,24,compact,220_240v_ac
1422015201,LED Converter OTI DALI 15W 150-1050mA DALI DT8 Tunable White,52.0,4,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL | OTI DALI 15/220-240/1A0 NFC TW I INVENTRONICS,,203,44.5,34,15,cc,dali,150-1050mA,,other,Osram/Ledvance,6937186150189 | OTi DALI 15/220-240/1A0 NFC TW I,203,44.5,34,medium,220_240v_ac
1422025200,LED Converter SRPY 25W 300-850mA DALI2 DT8 Tunable White,36.0,2,instock,simple,publish,LED Treiber,CONVERTER 2 KANAL SIMPEX,,,,30,25,cc,dali,300-850mA,,other,Simpex,SRPY-2309N-25CCT300-850,,,30,,220_240v_ac
1422030200,LED Converter SRP 30W 250-1000mA DALI DT8 Tunable White,0.0,0,outofstock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL,,170,53.4,28,30,cc,dali,250-1000mA,,other,Simpex,SRP-2309-30-TW-CC,170,53.4,28,medium,220_240v_ac
1422045200,LED Converter LS-45-24 LI 45W 24VDC DALI DT8 Tunable White,65.0,20,instock,simple,publish,LED Treiber,CONVERTER V,,187,45,30.5,45,cv,dali,,,other,Simpex,LS-45-24 DALI2-DT8 LI,187,45,30.5,medium,220_240v_ac
1422050201,LED Converter SRP 50W 250-1500mA DALI DT8 Tunable White,45.0,4,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL,,210,50,32,50,cc,dali,250-1500mA,,other,Simpex,SRP-2309-50-TW-CC,210,50,32,medium,220_240v_ac
1422075200,LED Converter EULP 75W 24VDC DALI2 DT8 Tunable White,75.0,6,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL,,360,30,21,75,cv,dali,,,other,Simpex,EULP75D-2H24V,360,30,21,large,220_240v_ac
1422075201,LED Converter SRP 75W 250-1500mA DALI DT8 Tunable White,53.0,26,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL SIMPEX,,244,64,32,75,cc,dali,250-1500mA,,other,Simpex,SRP-2309-75-TW-CC,244,64,32,medium,220_240v_ac
1422080200,LED Converter OTi DALI 80/220-240/24 Tunable White,74.0,1,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL,,345,32,22,,,dali,,,other,Osram/Ledvance,4052899490758,345,32,22,large,220_240v_ac
1422080201,LED Converter SRPL 80W 100-2000mA DALI2 DT8 Tunable White NFC,60.0,0,outofstock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL,,355,30,21,80,cc,dali|nfc,100-2000mA,,other,Simpex,SRPL-2309N-80CCT1000-2000,355,30,21,large,220_240v_ac
1422080202,LED Converter LS-80-24 LI 80W 24VDC DALI DT8 Tunable White,78.0,15,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL,,340,45,30.5,80,cv,dali,,,other,Simpex,LS-80-24 DALI2-DT8 LI,340,45,30.5,large,220_240v_ac
1422100200,LED Converter SRPN 100W 24V DALI2 DT8 Tunable White,72.0,38,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL SIMPEX,,306.6,43,30,100,cv,dali,,,other,Simpex,SRPN-2309-100-TW-24V,306.6,43,30,large,220_240v_ac
1422150200,LED Converter LS-150-24 LI 150W 24VDC DALI DT8 Tunable White,66.0,50,instock,simple,publish,LED Treiber,STEUERGERÄT 2 KANAL SIMPEX,,340,45,30.5,150,cv,dali,,,other,Simpex,LS-150-24 DALI2-DT8 LI,340,45,30.5,large,220_240v_ac
1432050200,LED Converter Power Drive 562/A 200-1050mA 50W 3K,155.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER ELDO 562/A,,152.5,76,30.1,50,cc,,200-1050mA,,other,Eldoled,PW0562A1,152.5,76,30.1,medium,220_240v_ac
1441100200,LED Converter SRPN 100W 24V RGBW Zigbee 3.0,103.0,0,outofstock,simple,publish,LED Treiber,CONVERTER V,,306.6,43,30,100,cv,zigbee,,,other,Simpex,SRPN-9101-100-RGBW-24V,306.6,43,30,large,220_240v_ac
1442030200,LED Converter SRPL 30W 250-850mA AC-PUSH,37.0,0,outofstock,simple,publish,LED Treiber,STEUERGERÄT 1 KANAL,,243,30,21,30,cc,,250-850mA,,other,Simpex,SRPL-2305N-30CC250-850,243,30,21,medium,220_240v_ac
1442050200,LED Converter OTi DALI 50/220-240/24 4 Kanal,57.0,2,instock,simple,publish,LED Treiber,STEUERGERÄT 4 KANAL,,345,32,22,,,dali,,,other,Osram/Ledvance,4052899452916,345,32,22,large,220_240v_ac
1442050201,LED Converter Power Drive 561/A 200-1050mA 50W 4K,155.0,6,instock,simple,publish,LED Treiber,LED CONVERTER ELDO 561/A,,152.5,76,30.1,50,cc,,200-1050mA,,other,Eldoled,PW0561A1,152.5,76,30.1,medium,220_240v_ac
1442050202,LED Converter Power Drive 50SA-M4Z0X 150-1400mA 50W 4K,129.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER ELDO 50SA-M4Z0X,,153,76,30.5,50,cc,,150-1400mA,,other,Eldoled,PW50SA-M4Z0X1,153,76,30.5,medium,220_240v_ac
1442075201,LED Converter SRP 75W 24V DALI DT8 RGBW 4in1,89.0,8,instock,simple,publish,LED Treiber,STEUERGERÄT 4 KANAL,,244,64,32,75,cv,dali,,,other,Simpex,SRP-2309-75-PRO-24V,244,64,32,medium,220_240v_ac
1442075202,LED Converter SRP 75W 250-1500mA DALI DT8 RGBW Push Dimming,90.0,0,outofstock,simple,publish,LED Treiber,STEUERGERÄT 4 KANAL,,244,64,32,75,cc,dali,250-1500mA,,other,Simpex,SRP-2309-75-PRO-CC,244,64,32,medium,220_240v_ac
1442100200,LED Converter Linear Drive 100/A 12/24V 100W 4x2A,287.0,28,instock,simple,publish,LED Treiber,LED CONVERTER ELDO 100/A,,388,42,30,100,cv,,,,other,Eldoled,LIN100A1,388,42,30,large,220_240v_ac
1442100201,LED Converter Linear Drive 100/S 12/24V 100W 4x2A,1.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER ELDO 100/A,,230,80,30,100,cv,,,,other,Eldoled,LIN100S1,230,80,30,medium,220_240v_ac
1442100202,LED Converter Power Drive 1060/A 200-1050mA 100W 4K,1.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER POWER DRIVE 1060/A 200-1050MA 100W 4K,,388,42,30,100,cc,,200-1050mA,,other,Eldoled,PW1060A1,388,42,30,large,220_240v_ac
1442150200,LED Converter SRPN 150W 24V DALI2 DT8 RGBW,92.0,0,outofstock,simple,publish,LED Treiber,STEUERGERÄT 4 KANAL SIMPEX,,365.6,43,30,150,cv,dali,,,other,Simpex,SRPN-2309-150-RGBW-24V,365.6,43,30,large,220_240v_ac
1442180200,LED Converter Linear Drive 180/D 12/24V 180W 6A,87.0,7,instock,simple,publish,LED Treiber,LED CONVERTER ELDO 180,,153,50,23,180,cv,,,,other,Eldoled,LIN180D3,153,50,23,medium,220_240v_ac
1442180201,LED Converter Power Drive 180/D 200-1400mA 180W,133.0,5,instock,simple,publish,LED Treiber,KONTROLLE ELDO,,193,50,23,180,cc,,200-1400mA,,other,Eldoled,PWR180D2,193,50,23,medium,220_240v_ac
1442200200,LED Converter SRP 200W 24V DALI DT8 RGBW 4in1,178.0,8,instock,simple,publish,LED Treiber,STEUERGERÄT 4 KANAL,,244,64,32,200,cv,dali,,,other,Simpex,SRP-2309-200-PRO-24V,244,64,32,medium,220_240v_ac
1442720200,LED Converter Linear Drive 720/D 12/24V 720W 4x6A,153.0,0,outofstock,simple,publish,LED Treiber,LED CONVERTER ELDO 720/D,,153,50,23,720,cv,,,,other,Eldoled,LIN720D3,153,50,23,medium,220_240v_ac
1446000200,LED Converter DALI-PWM Signal DAP-04,53.0,0,outofstock,simple,publish,LED Treiber,STEUERGERÄT 4 KANAL,,165,45,23,,,dali,,,other,Simpex,DAP-04-S01,165,45,23,medium,220_240v_ac
2175001000,LED Converter zu DASH 50W 300-1050mA INTRACK ws,83.0,0,outofstock,simple,publish,LED Treiber,CONVERTER DASH SMART TREIBER GR6D-15,,672,13.8,31.5,50,cc,,300-1050mA,,other,Neko,DS-W-GR6D-50W-300-1050-F,672,13.8,31.5,large,220_240v_ac
2175002000,LED Converter zu DASH 50W 350-1050mA INTRACK sw,90.0,0,outofstock,simple,publish,LED Treiber,CONVERTER DASH SMART TREIBER GR6D-15,,672,13.8,31.5,50,cc,,350-1050mA,,other,Neko,DS-B-GR6D-50W-350-1050-F,672,13.8,31.5,large,220_240v_ac
2185001000,LED Converter zu DASH 50.4W 300-1050mA INTRACK ws DA,110.0,0,outofstock,simple,publish,LED Treiber,CONVERTER DASH DASH SMART INTRACK TREIBER NEKO,,672,13.8,31.5,50.4,cc,,300-1050mA,,other,Neko,DS-W-GR6D-50W-300-1050-D,672,13.8,31.5,large,220_240v_ac
2185002000,LED Converter zu DASH 50.4W 350-1050mA INTRACK sw DA,96.0,3,instock,simple,publish,LED Treiber,CONVERTER DASH DASH SMART INTRACK TREIBER NEKO,,672,13.8,31.5,50.4,cc,,350-1050mA,,other,Neko,DS-B-GR6D-50W-350-1050-D,672,13.8,31.5,large,220_240v_ac
